Date,Age,Attrition,Business Travel,Department,Distance From Home,Education,Education Field,Gender,Job Role,Marital Status,Monthly Income,Over Time,Job Satisfaction,Environment Satisfaction,Relationship Satisfaction,Work Life Balance,Performance Rating,Total Working Years,Years At Company,Years In Current Role,Years Since Last Promotion,Training Times Last Year,Income_Leval,Age Group
2024-06-27,53,No,Travel_Rarely,Sales,2,Associates Degree,Medical,Male,Manager,Divorced,14852.0,No,3,3,3,4,3,22,17,13,15,3,High,46-55
2024-07-09,30,No,Travel_Rarely,Sales,8,Associates Degree,Other,Male,Sales Executive,Divorced,7264.0,No,3,3,1,4,3,10,8,4,7,2,Medium,26-35
2023-12-10,38,No,Non-Travel,Sales,10,Bachelor's Degree,Technical Degree,Female,Sales Executive,Single,5666.0,Yes,4,3,2,3,3,6,5,3,1,1,Medium,36-45
2024-10-05,35,No,Travel_Rarely,Sales,3,Master's Degree,Life Sciences,Male,Sales Executive,Divorced,7823.0,No,4,4,2,3,3,12,10,9,0,2,Medium,26-35
2023-11-17,39,No,Travel_Rarely,Sales,2,Doctoral Degree,Life Sciences,Male,Sales Executive,Single,7880.0,No,3,1,4,3,3,9,8,7,0,3,Medium,36-45
2024-01-25,40,Yes,Non-Travel,Sales,24,Bachelor's Degree,Life Sciences,Female,Sales Executive,Single,13194.0,Yes,2,2,4,2,3,22,1,0,0,2,High,36-45
2024-12-30,47,No,Travel_Frequently,R&D,16,Master's Degree,Medical,Male,Manufacturing Director,Divorced,5067.0,Yes,3,3,3,4,3,20,19,10,2,3,Medium,46-55
2024-11-26,36,No,Non-Travel,Sales,8,Master's Degree,Technical Degree,Male,Sales Executive,Divorced,5079.0,No,4,1,4,3,3,12,7,7,0,3,Medium,36-45
2024-08-06,31,Yes,Non-Travel,R&D,9,Associates Degree,Medical,Male,Research Scientist,Single,2321.0,Yes,1,3,1,3,4,4,3,2,1,0,Low,26-35
2023-09-25,33,No,Non-Travel,Sales,17,Bachelor's Degree,Life Sciences,Male,Manager,Single,17444.0,No,3,4,4,3,3,10,10,8,6,2,High,26-35
2024-02-20,29,Yes,Travel_Rarely,R&D,10,Bachelor's Degree,Life Sciences,Female,Research Scientist,Single,2404.0,Yes,1,4,3,3,4,3,0,0,0,5,Low,26-35
2024-06-12,33,No,Travel_Rarely,R&D,13,High School,Life Sciences,Female,Research Scientist,Single,3452.0,No,4,2,1,3,3,5,3,2,0,4,Low,26-35
2023-03-16,45,No,Travel_Rarely,R&D,1,Master's Degree,Medical,Female,Laboratory Technician,Divorced,2270.0,No,4,4,4,3,3,8,5,3,0,2,Low,36-45
2024-03-03,50,No,Travel_Rarely,R&D,1,Associates Degree,Medical,Male,Research Director,Divorced,17399.0,No,4,4,3,2,4,32,5,4,1,1,High,46-55
2023-03-19,33,No,Travel_Frequently,R&D,1,Master's Degree,Other,Female,Healthcare Representative,Married,5488.0,Yes,2,3,1,3,3,6,6,5,1,2,Medium,26-35
2023-07-17,41,No,Travel_Frequently,R&D,9,Bachelor's Degree,Medical,Male,Research Director,Divorced,19419.0,No,3,1,2,4,3,21,18,16,0,2,High,36-45
2024-09-27,27,No,Travel_Rarely,R&D,16,Master's Degree,Technical Degree,Female,Laboratory Technician,Married,2811.0,No,2,3,2,3,3,4,2,2,2,2,Low,26-35
2024-03-20,45,No,Non-Travel,R&D,23,Associates Degree,Life Sciences,Male,Laboratory Technician,Married,3633.0,Yes,1,4,3,3,3,9,9,8,0,2,Low,36-45
2024-12-04,47,No,Travel_Rarely,Sales,4,Associates Degree,Life Sciences,Female,Sales Executive,Single,4163.0,Yes,4,4,3,3,3,9,9,0,0,0,Low,46-55
2023-05-01,30,Yes,Travel_Rarely,R&D,22,Bachelor's Degree,Life Sciences,Female,Research Scientist,Married,2132.0,Yes,3,1,2,3,3,7,5,2,0,2,Low,26-35
2023-08-08,50,No,Travel_Rarely,R&D,24,Bachelor's Degree,Life Sciences,Male,Manufacturing Director,Married,13973.0,Yes,3,4,4,3,3,22,12,11,1,2,High,46-55
2023-03-20,38,No,Travel_Frequently,R&D,10,High School,Medical,Male,Research Scientist,Married,2684.0,No,3,3,2,2,3,3,2,1,0,0,Low,36-45
2023-07-03,46,No,Travel_Rarely,R&D,7,Associates Degree,Medical,Male,Manufacturing Director,Divorced,10845.0,No,3,4,2,3,3,13,8,7,0,3,High,46-55
2023-02-26,24,No,Travel_Rarely,R&D,17,High School,Medical,Female,Manufacturing Director,Divorced,4377.0,No,3,4,2,3,3,5,4,2,3,6,Low,18-25
2023-03-28,35,Yes,Travel_Rarely,R&D,14,Master's Degree,Other,Male,Laboratory Technician,Divorced,3743.0,Yes,2,3,4,1,4,5,4,2,0,2,Low,26-35
2024-04-19,31,No,Travel_Frequently,R&D,1,High School,Life Sciences,Female,Manufacturing Director,Married,4148.0,No,1,3,3,3,3,4,4,3,0,1,Low,26-35
2024-10-26,18,No,Non-Travel,R&D,5,Associates Degree,Life Sciences,Male,Research Scientist,Single,1051.0,No,4,2,4,3,3,0,0,0,0,2,Low,18-25
2023-12-22,54,No,Travel_Rarely,R&D,17,Bachelor's Degree,Technical Degree,Female,Manufacturing Director,Married,10739.0,No,3,3,3,3,3,22,10,7,0,2,High,46-55
2024-10-08,35,No,Travel_Rarely,R&D,25,Master's Degree,Medical,Female,Healthcare Representative,Divorced,10388.0,Yes,3,3,3,2,3,16,16,10,10,3,High,26-35
2024-10-22,30,No,Travel_Rarely,R&D,8,Associates Degree,Life Sciences,Female,Research Director,Married,11416.0,Yes,1,2,3,2,3,9,8,7,1,4,High,26-35
2023-06-26,20,Yes,Travel_Rarely,R&D,11,Bachelor's Degree,Medical,Female,Research Scientist,Single,2600.0,Yes,1,4,1,3,3,1,1,0,0,2,Low,18-25
2024-10-09,30,Yes,Travel_Frequently,R&D,5,Bachelor's Degree,Medical,Female,Laboratory Technician,Single,2422.0,No,2,2,1,3,3,4,3,2,1,3,Low,26-35
2024-09-22,26,No,Travel_Rarely,R&D,2,Associates Degree,Medical,Male,Manufacturing Director,Married,5472.0,No,4,4,2,3,3,8,8,7,1,2,Medium,26-35
2023-12-12,22,No,Travel_Rarely,R&D,8,High School,Life Sciences,Male,Laboratory Technician,Married,2451.0,No,1,2,1,2,3,4,4,3,1,3,Low,18-25
2023-05-05,48,No,Travel_Rarely,R&D,6,Bachelor's Degree,Life Sciences,Male,Healthcare Representative,Single,4240.0,No,3,1,4,3,3,19,2,2,2,0,Low,46-55
2023-10-06,48,No,Travel_Rarely,R&D,4,Master's Degree,Life Sciences,Male,Healthcare Representative,Single,10999.0,No,3,3,2,3,3,27,15,11,4,3,High,46-55
2024-06-11,41,No,Travel_Rarely,R&D,7,Associates Degree,Medical,Female,Manufacturing Director,Single,5003.0,No,3,4,2,3,3,8,2,2,2,6,Medium,36-45
2024-10-09,39,No,Travel_Rarely,R&D,1,High School,Life Sciences,Female,Manufacturing Director,Married,12742.0,No,4,4,3,3,3,21,21,6,11,3,High,36-45
2024-11-25,27,No,Travel_Rarely,R&D,2,Master's Degree,Life Sciences,Female,Manufacturing Director,Married,4227.0,No,4,1,2,3,3,4,3,2,2,2,Low,26-35
2023-08-27,35,No,Travel_Rarely,R&D,10,Bachelor's Degree,Other,Male,Laboratory Technician,Divorced,3917.0,No,4,2,1,2,4,3,3,2,1,4,Low,26-35
2024-10-28,42,No,Travel_Rarely,Sales,5,Associates Degree,Marketing,Male,Manager,Married,18303.0,No,3,4,2,4,3,21,1,0,0,3,High,36-45
2024-08-20,50,No,Travel_Rarely,R&D,9,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Married,2380.0,No,4,1,2,3,3,8,1,0,0,5,Low,46-55
2024-04-17,59,No,Travel_Rarely,R&D,2,Bachelor's Degree,Life Sciences,Female,Manufacturing Director,Single,13726.0,Yes,4,3,1,3,3,30,5,3,4,4,High,56-65
2023-07-15,37,Yes,Travel_Rarely,R&D,11,Associates Degree,Medical,Female,Healthcare Representative,Married,4777.0,No,2,1,1,1,3,15,1,0,0,2,Low,36-45
2024-02-10,55,No,Travel_Frequently,R&D,18,Master's Degree,Medical,Male,Healthcare Representative,Married,6385.0,Yes,2,3,4,3,3,17,8,7,6,3,Medium,46-55
2023-12-05,41,No,Non-Travel,R&D,7,High School,Life Sciences,Female,Research Director,Divorced,19973.0,No,3,2,2,3,4,21,21,16,5,3,High,36-45
2024-06-30,38,No,Travel_Rarely,Sales,3,Master's Degree,Life Sciences,Male,Sales Executive,Single,6861.0,Yes,4,2,3,3,3,19,1,0,0,1,Medium,36-45
2024-02-11,26,Yes,Non-Travel,Sales,29,Associates Degree,Medical,Male,Sales Executive,Single,4969.0,No,1,2,4,3,3,7,2,2,2,6,Low,26-35
2024-04-02,52,Yes,Travel_Rarely,Sales,2,High School,Marketing,Female,Manager,Married,19845.0,No,4,1,4,3,3,33,32,14,6,3,High,46-55
2023-03-12,44,No,Travel_Rarely,Sales,28,Bachelor's Degree,Medical,Female,Sales Executive,Married,13320.0,Yes,4,4,3,3,3,23,12,11,11,2,High,36-45
2024-08-03,50,No,Non-Travel,Sales,1,Bachelor's Degree,Life Sciences,Female,Sales Executive,Married,6347.0,No,3,4,1,3,3,19,18,7,0,3,Medium,46-55
2023-01-29,36,Yes,Travel_Rarely,R&D,16,Master's Degree,Life Sciences,Female,Laboratory Technician,Single,2743.0,No,1,3,3,3,3,18,17,13,15,1,Low,36-45
2024-05-31,39,No,Travel_Frequently,R&D,22,Bachelor's Degree,Medical,Female,Manufacturing Director,Single,10880.0,Yes,1,4,3,3,3,21,21,6,2,2,High,36-45
2024-09-01,33,No,Non-Travel,Sales,8,High School,Life Sciences,Female,Sales Representative,Single,2342.0,No,4,2,4,2,3,3,2,2,2,2,Low,26-35
2024-02-26,45,No,Travel_Rarely,Sales,11,Associates Degree,Life Sciences,Female,Manager,Married,17650.0,No,4,4,2,4,3,26,9,3,1,4,High,36-45
2023-06-24,32,No,Non-Travel,R&D,29,Master's Degree,Medical,Female,Laboratory Technician,Single,4025.0,No,3,4,2,3,3,10,8,7,7,2,Low,26-35
2023-06-30,34,No,Travel_Rarely,Sales,1,Master's Degree,Marketing,Male,Sales Executive,Divorced,9725.0,No,4,2,4,2,3,16,15,1,0,2,High,26-35
2023-07-23,59,No,Travel_Rarely,Sales,1,Associates Degree,Technical Degree,Male,Manager,Married,11904.0,Yes,4,2,3,1,3,14,6,4,0,1,High,56-65
2023-10-07,45,No,Travel_Rarely,HR,24,Master's Degree,Medical,Male,Human Resources,Single,2177.0,No,2,2,1,3,3,6,6,3,0,3,Low,36-45
2024-07-11,53,No,Travel_Frequently,Sales,2,Bachelor's Degree,Marketing,Female,Sales Executive,Married,7525.0,No,2,3,1,3,3,30,15,7,6,2,Medium,46-55
2023-10-14,36,Yes,Travel_Rarely,R&D,15,Bachelor's Degree,Other,Male,Laboratory Technician,Divorced,4834.0,No,3,1,2,2,3,9,1,0,0,3,Low,36-45
2023-12-21,26,Yes,Travel_Frequently,R&D,2,Bachelor's Degree,Life Sciences,Male,Research Scientist,Married,2042.0,Yes,1,1,2,3,3,6,3,2,1,2,Low,26-35
2024-09-06,34,No,Travel_Rarely,Sales,10,Master's Degree,Life Sciences,Female,Sales Representative,Married,2220.0,Yes,3,3,4,3,3,1,1,1,0,2,Low,26-35
2023-03-08,28,No,Travel_Rarely,Sales,10,High School,Medical,Male,Sales Representative,Married,1052.0,No,2,4,2,3,4,1,1,0,0,5,Low,26-35
2024-12-26,38,No,Travel_Frequently,R&D,3,Master's Degree,Other,Male,Research Scientist,Married,2821.0,No,3,3,1,3,3,8,2,2,2,2,Low,36-45
2024-05-12,50,No,Travel_Rarely,R&D,2,Master's Degree,Medical,Male,Research Director,Married,19237.0,Yes,3,2,4,2,3,29,8,1,7,2,High,46-55
2023-09-22,37,No,Travel_Rarely,R&D,3,Bachelor's Degree,Other,Female,Healthcare Representative,Single,4107.0,No,2,4,1,2,3,8,4,3,0,3,Low,36-45
2024-02-21,40,No,Travel_Rarely,Sales,26,Bachelor's Degree,Marketing,Male,Sales Executive,Married,8396.0,No,1,3,2,2,3,8,7,7,7,3,High,36-45
2024-01-11,26,No,Travel_Frequently,R&D,1,High School,Medical,Female,Research Scientist,Divorced,2007.0,No,3,1,3,3,3,5,5,3,1,5,Low,26-35
2023-12-07,46,No,Travel_Rarely,R&D,1,Master's Degree,Medical,Male,Research Director,Divorced,19627.0,No,4,4,4,3,3,23,2,2,2,0,High,46-55
2024-10-26,54,No,Travel_Rarely,Sales,2,Master's Degree,Life Sciences,Female,Sales Executive,Married,10686.0,No,3,3,2,3,3,13,9,4,7,4,High,46-55
2023-12-12,56,No,Travel_Frequently,R&D,9,Bachelor's Degree,Medical,Female,Research Scientist,Married,2942.0,No,3,1,2,3,3,18,5,4,0,4,Low,56-65
2023-05-27,36,No,Travel_Rarely,R&D,12,Doctoral Degree,Medical,Female,Manufacturing Director,Single,8858.0,No,4,4,2,2,3,15,14,8,7,2,High,36-45
2023-03-25,55,No,Non-Travel,R&D,2,High School,Medical,Male,Manager,Single,16756.0,No,1,3,2,4,3,31,9,7,6,3,High,46-55
2024-11-17,43,No,Travel_Rarely,Sales,25,Bachelor's Degree,Medical,Male,Sales Executive,Divorced,10798.0,No,4,3,3,3,3,18,1,0,0,5,High,36-45
2023-04-08,20,Yes,Travel_Frequently,Sales,9,Bachelor's Degree,Marketing,Female,Sales Representative,Single,2323.0,Yes,4,4,2,3,3,2,2,2,0,3,Low,18-25
2023-06-28,21,Yes,Travel_Rarely,R&D,10,Bachelor's Degree,Life Sciences,Female,Laboratory Technician,Single,1416.0,No,1,3,1,2,3,1,1,0,1,6,Low,18-25
2024-11-17,46,No,Travel_Rarely,R&D,8,Master's Degree,Life Sciences,Female,Research Scientist,Divorced,4615.0,Yes,1,4,1,3,4,19,16,13,1,2,Low,46-55
2023-11-26,51,Yes,Travel_Rarely,R&D,4,Master's Degree,Life Sciences,Male,Research Scientist,Married,2461.0,Yes,3,1,3,4,3,18,10,0,2,2,Low,46-55
2024-06-11,28,Yes,Non-Travel,R&D,24,Associates Degree,Technical Degree,Male,Healthcare Representative,Single,8722.0,No,1,2,1,2,3,10,10,7,1,2,High,26-35
2024-01-19,26,No,Travel_Rarely,R&D,1,Associates Degree,Medical,Male,Laboratory Technician,Married,3955.0,No,1,1,1,3,3,6,5,3,1,2,Low,26-35
2023-07-11,30,No,Travel_Rarely,R&D,20,Bachelor's Degree,Other,Male,Manufacturing Director,Married,9957.0,No,1,3,3,2,3,7,6,2,0,1,High,26-35
2023-08-18,41,No,Travel_Rarely,R&D,7,Associates Degree,Technical Degree,Female,Research Scientist,Married,3376.0,No,3,2,3,3,3,10,10,6,0,3,Low,36-45
2023-03-29,38,No,Travel_Rarely,R&D,17,High School,Life Sciences,Female,Healthcare Representative,Married,8823.0,No,3,3,1,2,3,20,19,9,1,4,High,36-45
2023-07-14,40,No,Travel_Rarely,R&D,20,Master's Degree,Technical Degree,Male,Healthcare Representative,Married,10322.0,No,4,1,4,3,4,14,11,10,11,6,High,36-45
2024-11-05,27,No,Non-Travel,R&D,8,Doctoral Degree,Life Sciences,Male,Laboratory Technician,Married,4621.0,No,3,1,4,3,3,3,3,2,1,4,Low,26-35
2023-07-24,55,No,Travel_Frequently,R&D,2,High School,Life Sciences,Male,Manufacturing Director,Married,10976.0,No,2,4,2,3,3,23,3,2,1,4,High,46-55
2023-08-09,28,No,Travel_Rarely,R&D,10,Bachelor's Degree,Other,Female,Research Scientist,Single,3660.0,No,3,3,4,4,3,10,8,7,1,4,Low,26-35
2023-04-13,44,Yes,Travel_Rarely,HR,1,Associates Degree,Medical,Male,Human Resources,Married,10482.0,No,1,2,4,3,3,24,20,6,3,1,High,36-45
2023-10-16,33,No,Travel_Rarely,R&D,5,Bachelor's Degree,Life Sciences,Male,Healthcare Representative,Divorced,7119.0,No,4,4,3,3,3,9,3,2,1,2,Medium,26-35
2024-08-11,35,Yes,Travel_Rarely,Sales,4,Bachelor's Degree,Technical Degree,Male,Sales Executive,Single,9582.0,Yes,1,4,1,3,4,9,8,7,4,2,High,26-35
2024-04-22,33,Yes,Travel_Frequently,R&D,29,Master's Degree,Medical,Female,Research Scientist,Single,4508.0,No,3,1,2,3,4,14,13,7,3,4,Low,26-35
2023-07-15,28,No,Travel_Rarely,R&D,15,Associates Degree,Life Sciences,Male,Laboratory Technician,Divorced,2207.0,No,3,1,4,2,3,4,4,2,2,5,Low,26-35
2024-08-14,34,No,Travel_Frequently,R&D,3,High School,Life Sciences,Male,Healthcare Representative,Single,7756.0,No,4,1,3,2,3,7,6,2,0,1,Medium,26-35
2024-09-29,37,No,Travel_Rarely,Sales,10,Master's Degree,Life Sciences,Female,Sales Executive,Divorced,6694.0,Yes,4,4,3,3,3,8,1,0,0,5,Medium,36-45
2023-11-17,25,Yes,Travel_Rarely,R&D,4,High School,Technical Degree,Male,Laboratory Technician,Married,3691.0,Yes,4,4,2,4,3,7,7,7,5,3,Low,18-25
2024-12-27,26,Yes,Travel_Rarely,R&D,21,Bachelor's Degree,Medical,Male,Laboratory Technician,Divorced,2377.0,No,3,1,3,2,4,1,1,1,0,0,Low,26-35
2023-05-03,33,Yes,Travel_Rarely,R&D,25,Bachelor's Degree,Medical,Male,Research Scientist,Single,2313.0,Yes,2,1,2,3,4,5,2,2,2,0,Low,26-35
2023-09-02,42,No,Travel_Rarely,R&D,2,Associates Degree,Medical,Male,Manager,Married,17665.0,No,1,4,4,3,3,23,22,6,13,3,High,36-45
2023-08-04,28,Yes,Travel_Frequently,R&D,1,Bachelor's Degree,Medical,Male,Laboratory Technician,Divorced,2596.0,No,2,1,1,3,3,1,1,0,0,2,Low,26-35
2024-12-19,50,Yes,Travel_Frequently,Sales,1,Master's Degree,Other,Male,Sales Executive,Single,4728.0,Yes,3,4,4,3,3,5,0,0,0,4,Low,46-55
2023-08-30,33,No,Travel_Frequently,Sales,7,Bachelor's Degree,Life Sciences,Female,Sales Executive,Married,4302.0,No,2,4,3,3,3,4,3,2,0,3,Low,26-35
2024-04-11,34,No,Non-Travel,R&D,3,Master's Degree,Life Sciences,Male,Research Scientist,Married,2979.0,No,4,3,4,3,3,6,0,0,0,2,Low,26-35
2024-04-21,48,No,Non-Travel,R&D,1,Master's Degree,Medical,Male,Manager,Single,16885.0,No,4,1,3,2,4,27,5,4,2,3,High,46-55
2023-02-23,45,No,Non-Travel,Sales,9,Master's Degree,Life Sciences,Female,Sales Executive,Married,5593.0,No,3,2,4,3,3,15,15,10,4,2,Medium,36-45
2023-12-10,52,No,Travel_Rarely,R&D,7,Master's Degree,Life Sciences,Male,Healthcare Representative,Single,10445.0,No,2,2,4,3,3,18,8,6,4,4,High,46-55
2024-06-12,38,No,Travel_Rarely,Sales,10,Master's Degree,Marketing,Male,Sales Executive,Divorced,8740.0,Yes,3,3,2,3,3,9,8,7,2,2,High,36-45
2023-11-11,29,No,Travel_Rarely,R&D,28,Master's Degree,Life Sciences,Female,Research Scientist,Divorced,2514.0,No,4,3,1,3,4,11,7,5,1,1,Low,26-35
2023-02-17,28,No,Travel_Rarely,R&D,3,Bachelor's Degree,Medical,Female,Manufacturing Director,Divorced,7655.0,No,2,4,2,2,3,10,9,7,1,3,Medium,26-35
2023-12-16,46,No,Travel_Rarely,Sales,3,High School,Marketing,Male,Manager,Married,17465.0,No,3,1,4,3,3,23,12,9,4,3,High,46-55
2024-02-09,38,No,Travel_Rarely,Sales,2,Associates Degree,Marketing,Male,Sales Executive,Single,7351.0,No,2,4,3,3,3,10,1,0,0,2,Medium,36-45
2023-05-11,43,No,Travel_Frequently,R&D,27,Bachelor's Degree,Life Sciences,Female,Manufacturing Director,Married,10820.0,No,1,3,3,3,3,18,8,7,0,1,High,36-45
2024-04-23,39,Yes,Travel_Frequently,R&D,2,Bachelor's Degree,Life Sciences,Male,Healthcare Representative,Divorced,12169.0,No,4,1,4,3,3,21,18,7,11,4,High,36-45
2023-08-25,40,No,Travel_Rarely,R&D,14,Bachelor's Degree,Medical,Male,Research Director,Single,19626.0,No,3,3,1,4,3,21,20,7,4,2,High,36-45
2024-08-18,21,No,Travel_Rarely,R&D,1,High School,Technical Degree,Female,Research Scientist,Single,2070.0,Yes,2,4,3,4,3,2,2,2,2,6,Low,18-25
2023-05-23,39,No,Non-Travel,R&D,9,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Single,6782.0,No,2,3,3,2,3,9,5,4,0,2,Medium,36-45
2023-03-21,36,No,Non-Travel,R&D,18,Master's Degree,Life Sciences,Male,Manufacturing Director,Single,7779.0,No,4,1,1,3,4,18,11,9,0,0,Medium,36-45
2025-01-14,31,No,Travel_Frequently,Sales,20,Bachelor's Degree,Life Sciences,Male,Sales Representative,Married,2791.0,No,4,3,1,3,3,3,2,2,2,4,Low,26-35
2024-08-16,28,No,Travel_Rarely,R&D,2,High School,Life Sciences,Male,Research Scientist,Married,3201.0,No,2,1,1,1,3,6,5,3,0,2,Low,26-35
2024-08-02,35,No,Travel_Frequently,Sales,11,Associates Degree,Marketing,Male,Sales Executive,Divorced,4968.0,No,4,4,4,3,3,5,5,2,0,3,Low,26-35
2023-09-13,49,No,Travel_Rarely,Sales,8,Master's Degree,Technical Degree,Male,Sales Executive,Married,13120.0,No,2,4,2,3,3,22,9,8,2,3,High,46-55
2024-12-13,34,No,Travel_Frequently,R&D,2,Associates Degree,Life Sciences,Male,Manufacturing Director,Single,4033.0,No,3,4,4,2,3,5,3,2,0,3,Low,26-35
2023-10-21,29,No,Travel_Frequently,R&D,10,Bachelor's Degree,Life Sciences,Female,Research Scientist,Divorced,3291.0,No,2,4,4,2,3,8,7,5,1,2,Low,26-35
2024-09-02,42,No,Travel_Rarely,R&D,29,Bachelor's Degree,Medical,Male,Laboratory Technician,Single,4272.0,No,4,2,1,3,3,16,1,0,0,3,Low,36-45
2024-04-02,29,No,Travel_Rarely,R&D,8,High School,Medical,Male,Manufacturing Director,Married,5056.0,Yes,4,2,3,2,3,10,10,7,1,2,Medium,26-35
2023-12-26,38,No,Travel_Rarely,HR,1,Bachelor's Degree,Human Resources,Male,Human Resources,Married,2844.0,No,3,3,4,4,3,7,7,6,5,2,Low,36-45
2024-01-10,28,No,Travel_Frequently,R&D,6,Bachelor's Degree,Life Sciences,Male,Research Scientist,Divorced,2703.0,Yes,3,3,4,3,3,3,3,1,0,2,Low,26-35
2024-09-30,18,Yes,Non-Travel,R&D,8,High School,Medical,Male,Laboratory Technician,Single,1904.0,No,3,3,4,3,3,0,0,0,0,0,Low,18-25
2024-10-06,33,Yes,Travel_Rarely,Sales,9,Master's Degree,Marketing,Female,Sales Executive,Single,8224.0,Yes,1,1,1,3,3,6,5,2,0,3,High,26-35
2024-05-12,41,No,Travel_Rarely,R&D,12,Master's Degree,Life Sciences,Male,Laboratory Technician,Married,4766.0,Yes,4,2,1,3,3,6,1,0,0,4,Low,36-45
2024-11-21,31,Yes,Travel_Frequently,R&D,15,Bachelor's Degree,Medical,Male,Laboratory Technician,Married,2610.0,No,3,3,3,2,3,2,2,2,2,5,Low,26-35
2023-03-29,37,No,Travel_Rarely,R&D,25,Associates Degree,Medical,Female,Healthcare Representative,Divorced,5731.0,No,4,3,3,3,3,9,6,2,1,2,Medium,36-45
2023-05-28,27,No,Travel_Rarely,R&D,6,Bachelor's Degree,Life Sciences,Male,Research Scientist,Married,2539.0,No,3,4,3,3,3,4,4,2,2,0,Low,26-35
2024-04-03,34,No,Travel_Rarely,Sales,9,High School,Life Sciences,Female,Sales Executive,Married,5714.0,No,3,2,1,2,4,6,6,5,1,3,Medium,26-35
2023-02-21,35,No,Travel_Rarely,HR,8,Master's Degree,Technical Degree,Male,Human Resources,Single,4323.0,No,3,3,2,1,3,6,5,4,1,2,Low,26-35
2024-12-29,29,Yes,Travel_Rarely,Sales,23,High School,Life Sciences,Female,Sales Executive,Married,7336.0,No,1,4,1,1,3,11,11,8,3,3,Medium,26-35
2023-03-28,40,No,Travel_Frequently,R&D,9,Master's Degree,Medical,Female,Research Director,Single,13499.0,No,3,2,3,2,3,20,18,7,2,3,High,36-45
2023-08-03,42,Yes,Travel_Frequently,Sales,12,Bachelor's Degree,Life Sciences,Male,Sales Executive,Single,13758.0,Yes,1,3,2,2,3,22,21,9,13,2,High,36-45
2023-10-01,42,No,Travel_Rarely,Sales,4,Master's Degree,Marketing,Male,Sales Executive,Single,5155.0,No,1,2,4,4,3,9,6,4,1,3,Medium,36-45
2023-09-23,35,No,Travel_Rarely,R&D,1,Master's Degree,Medical,Male,Laboratory Technician,Married,2258.0,No,3,4,2,3,3,10,8,0,1,2,Low,26-35
2023-10-29,24,No,Travel_Rarely,R&D,24,Bachelor's Degree,Medical,Male,Laboratory Technician,Single,3597.0,No,2,4,4,3,4,6,4,3,1,2,Low,18-25
2024-11-07,28,Yes,Travel_Rarely,R&D,12,High School,Life Sciences,Female,Laboratory Technician,Married,2515.0,Yes,4,3,4,2,3,1,1,1,0,4,Low,26-35
2024-05-29,26,No,Travel_Rarely,R&D,3,Master's Degree,Medical,Male,Laboratory Technician,Married,4420.0,No,4,1,2,3,4,8,8,7,0,2,Low,26-35
2023-08-09,30,No,Travel_Rarely,Sales,10,Bachelor's Degree,Marketing,Male,Sales Executive,Married,6578.0,No,3,3,1,3,3,10,10,3,1,3,Medium,26-35
2024-04-24,40,No,Travel_Frequently,R&D,26,Associates Degree,Medical,Female,Research Scientist,Married,4422.0,Yes,4,3,4,1,3,16,1,1,0,3,Low,36-45
2024-04-17,35,No,Travel_Rarely,R&D,2,Bachelor's Degree,Life Sciences,Male,Manufacturing Director,Divorced,10274.0,No,2,3,2,4,3,15,7,7,6,2,High,26-35
2024-05-31,34,No,Travel_Frequently,R&D,1,Bachelor's Degree,Medical,Male,Healthcare Representative,Single,5343.0,No,1,4,3,3,4,14,13,9,4,3,Medium,26-35
2023-03-11,35,No,Travel_Frequently,R&D,4,Master's Degree,Other,Male,Laboratory Technician,Married,2376.0,No,4,4,2,4,3,2,2,2,2,2,Low,26-35
2023-04-11,43,Yes,Travel_Rarely,Sales,9,Bachelor's Degree,Marketing,Female,Sales Executive,Single,5346.0,No,3,1,2,2,3,7,4,3,1,2,Medium,36-45
2023-02-17,32,No,Non-Travel,Sales,2,High School,Life Sciences,Female,Sales Representative,Divorced,2827.0,No,1,3,3,3,3,1,1,0,0,3,Low,26-35
2024-02-12,56,No,Travel_Rarely,R&D,4,Master's Degree,Technical Degree,Female,Manager,Divorced,19943.0,No,1,4,4,3,3,28,5,2,4,2,High,56-65
2023-05-07,29,No,Travel_Rarely,R&D,6,High School,Medical,Female,Laboratory Technician,Married,3131.0,No,4,2,1,3,3,10,10,8,0,5,Low,26-35
2024-08-24,19,No,Travel_Rarely,R&D,9,Associates Degree,Life Sciences,Male,Research Scientist,Single,2552.0,No,1,3,3,3,4,1,1,1,0,4,Low,18-25
2023-12-11,45,No,Travel_Rarely,R&D,7,Bachelor's Degree,Medical,Female,Research Scientist,Married,4477.0,Yes,3,1,3,2,3,7,3,2,0,2,Low,36-45
2024-07-28,37,No,Travel_Rarely,R&D,1,Bachelor's Degree,Life Sciences,Female,Manufacturing Director,Married,6474.0,No,4,4,2,2,3,14,14,8,3,2,Medium,36-45
2023-04-12,20,No,Travel_Rarely,R&D,3,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Single,3033.0,No,3,1,1,2,3,2,2,2,1,2,Low,18-25
2024-01-09,44,Yes,Travel_Rarely,R&D,10,Master's Degree,Life Sciences,Male,Research Scientist,Single,2936.0,Yes,3,3,3,3,3,6,6,4,0,4,Low,36-45
2023-10-24,53,No,Travel_Rarely,R&D,7,Associates Degree,Medical,Female,Manager,Divorced,18606.0,No,3,4,2,3,3,26,7,7,4,6,High,46-55
